<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d2b269574476263476913283168e483fec8287572bafc3633a3722280b1d0d13
size 2120580
=======
	chr	start	stop	arm_location
RP11-248I9.2	chr1	35053468	35059271	p
C1orf56	chr1	151047740	151051986	q
MPZ	chr1	161304735	161309972	q
RP3-445O10.1	chr1	81208568	81209210	p
GSTM1	chr1	109687814	109709039	p
RP11-181C21.4	chr1	77810861	77811781	p
RP11-295K2.3	chr1	186435161	186470291	q
RP11-63G10.3	chr1	58812808	58813342	p
CFHR5	chr1	196977556	197009674	q
RP11-193P11.3	chr1	48078787	48082196	p
RP11-5P18.5	chr1	16006160	16006671	p
AL358354.1	chr1	180545832	180545931	q
OR13Z2P	chr1	147445579	147446133	q
CHCHD2P6	chr1	15604597	15605043	p
AL356693.1	chr1	5815871	5815959	p
RP4-735C1.6	chr1	109828355	109871436	p
RP11-467I20.4	chr1	240549867	240550378	q
TAL1	chr1	47216290	47232220	p
RP11-222A5.1	chr1	175877343	175880468	q
AC096633.1	chr1	200144834	200144935	q
RP1-79C4.1	chr1	170598854	170647339	q
TBCAP2	chr1	14692129	14692613	p
AL592205.2	chr1	96935545	96935663	p
RP11-316M1.3	chr1	150973123	150975534	q
RP11-84O12.2	chr1	100586649	100587431	p
RN7SL304P	chr1	19970969	19971269	p
NOL9	chr1	6521347	6554535	p
AKIRIN1	chr1	38991223	39006059	p
RP11-418J17.1	chr1	119140396	119275973	p
FCGR3B	chr1	161623196	161631963	q
RP11-399E6.1	chr1	41242373	41284861	p
CTA-520D8.2	chr1	13657311	13659910	p
LCE1F	chr1	152776372	152776728	q
RP11-339A11.3	chr1	80124004	80124361	p
RP11-14O19.1	chr1	95351251	95352254	p
TCEB3-AS1	chr1	23760382	23778287	p
EPHB2	chr1	22710839	22915325	p
RP11-488L18.8	chr1	247210691	247241823	q
RP11-316I3.2	chr1	188869477	188887434	q
RP4-635E8.1	chr1	41098638	41099136	p
RP1-150O5.3	chr1	23549139	23550915	p
KCND3	chr1	111770662	111989155	p
RXRG	chr1	165400917	165445355	q
AGBL4	chr1	48532855	50023913	p
XCL1	chr1	168576473	168582077	q
RN7SKP160	chr1	173791548	173791887	q
RP11-201O14.2	chr1	31050872	31051034	p
FTH1P1	chr1	37544763	37545294	p
NPM1P40	chr1	203255743	203256475	q
HNRNPA1P43	chr1	115856910	115857819	p
CKS1B	chr1	154974653	154979249	q
CH17-437K3.1	chr1	121396754	121463129	p
RP11-84A19.3	chr1	31789130	31791322	p
RP11-38O14.5	chr1	202986557	202988582	q
RPAP2	chr1	92298965	92402056	p
NBPF11	chr1	148102046	148152322	q
RP11-495P10.10	chr1	148435105	148436926	q
RP11-25B7.1	chr1	201673105	201674144	q
LAD1	chr1	201373244	201399608	q
RP5-998N21.3	chr1	143846097	143846504	q
RSC1A1	chr1	15659869	15661722	p
RP11-4M23.4	chr1	23949016	23949383	p
C1orf145	chr1	228203506	228213664	q
RPS27P5	chr1	226781501	226781744	q
RP5-1113E3.3	chr1	10458555	10459338	p
GFI1	chr1	92474762	92486876	p
CD46	chr1	207752057	207795513	q
MIR4420	chr1	30739156	30739232	p
RP11-108M9.3	chr1	16870945	16874092	p
OR2T10	chr1	248592830	248593768	q
RP11-552M11.4	chr1	111438638	111441364	p
CLK2	chr1	155262868	155278491	q
CYP4B1	chr1	46757838	46819413	p
AC118550.1	chr1	75182616	75182709	p
RP11-370K11.1	chr1	243702857	243740821	q
RRP15	chr1	218285287	218337983	q
RP1-118J21.24	chr1	39795843	39795996	p
MIR4427	chr1	233624152	233624219	q
PTP4A2	chr1	31906421	31944856	p
RP4-799P18.2	chr1	234212606	234215088	q
RP4-665J23.1	chr1	90782986	90851650	p
RP11-193H5.2	chr1	237926831	237927605	q
RP11-184I16.3	chr1	43743471	43743741	p
LCE2A	chr1	152698364	152699442	q
RNU6-731P	chr1	6540854	6540964	p
LSM10	chr1	36391238	36397892	p
RP11-439A17.5	chr1	121142051	121142438	p
RNF207	chr1	6205475	6221299	p
AADACL3	chr1	12716115	12728759	p
RP11-262K1.1	chr1	72765031	72780291	p
PCAT6	chr1	202810954	202812156	q
RP11-494K3.2	chr1	204946608	204947169	q
RP5-882O7.4	chr1	44988234	44988725	p
RP11-377K22.3	chr1	56585612	56586242	p
KLHDC9	chr1	161098361	161100346	q
RNU6ATAC35P	chr1	220825620	220826063	q
CTA-253N17.1	chr1	185171335	185171710	q
LINC01137	chr1	37454879	37474411	p
RP11-344P13.4	chr1	121494379	121510383	p
ARHGEF10L	chr1	17539835	17697874	p
RP11-288I21.1	chr1	15720312	15736896	p
RP11-456P18.2	chr1	161890833	161892196	q
RP11-356N1.2	chr1	108071482	108074519	p
HIST2H3A	chr1	149852619	149854274	q
RP5-998N21.4	chr1	143877731	143885076	q
ARHGEF2	chr1	155946851	156007070	q
RP4-739H11.3	chr1	40669089	40687588	p
PINK1-AS	chr1	20642657	20652193	p
RP1-228H13.1	chr1	40333078	40333557	p
XXyac-YX155B6.7	chr1	148011799	148012228	q
LINC00272	chr1	182407621	182414815	q
RN7SKP88	chr1	148839483	148839732	q
GAPDHP20	chr1	32402109	32403115	p
FDPSP8	chr1	211660189	211661277	q
RP5-1180E21.4	chr1	111181374	111181491	p
GAS5	chr1	173863900	173868882	q
MIR4417	chr1	5564071	5564143	p
RP11-350G8.4	chr1	154376966	154379273	q
7SK	chr1	149290513	149290762	q
RP11-367J7.3	chr1	157691762	157696459	q
PPP1R8	chr1	27830778	27851676	p
RN7SL731P	chr1	10306465	10306757	p
RP11-12M5.4	chr1	179829609	179836124	q
RP11-90H3.2	chr1	105890693	105891430	p
MIR556	chr1	162342530	162342638	q
ANKRD65	chr1	1418420	1421769	p
RP11-346M5.1	chr1	46891639	46892830	p
FOXD2-AS1	chr1	47432133	47434641	p
RP3-342P20.2	chr1	39962680	39963404	p
RP11-389O22.4	chr1	113168994	113169403	p
RP11-378J18.8	chr1	222658867	222661512	q
GAPDHP64	chr1	116713833	116714835	p
AL365361.1	chr1	110652942	110653031	p
RP11-42O15.3	chr1	70445071	70445536	p
RP5-1160K1.6	chr1	109628417	109630305	p
RP5-879K22.1	chr1	210462345	210463012	q
RP11-372M18.1	chr1	209325456	209328532	q
RP5-1160K1.3	chr1	109596225	109597781	p
RNU1-141P	chr1	218129795	218129952	q
AL356479.1	chr1	95504976	95505063	p
PTCHD2	chr1	11479166	11537584	p
KATNBL1P2	chr1	94650544	94651378	p
RN7SL425P	chr1	171492411	171492704	q
ZC3H11B	chr1	219609627	219612062	q
WI2-2994D6.1	chr1	13095179	13097971	p
RP11-293P20.4	chr1	24066774	24083565	p
RP11-29H23.5	chr1	155614726	155660245	q
RP11-470L19.5	chr1	110456505	110457354	p
AL611946.1	chr1	22748817	22748911	p
ST13P21	chr1	108502358	108503455	p
RP11-480I12.2	chr1	202767229	202767418	q
LINC01352	chr1	220829255	220832429	q
RP4-785J1.1	chr1	26647447	26647681	p
RP4-781K5.6	chr1	234669523	234696153	q
RP11-357P18.2	chr1	207372559	207373252	q
RP3-426I6.6	chr1	27819983	27820341	p
RP4-533D7.6	chr1	46043661	46176488	p
RP11-466F5.6	chr1	165698750	165709968	q
RP11-84A19.2	chr1	31842019	31855568	p
AHDC1	chr1	27534035	27604431	p
SNORD59	chr1	154288460	154288527	q
C1orf213	chr1	23368997	23371839	p
LINC01360	chr1	73306170	73355251	p
RP11-740C1.2	chr1	159557368	159558200	q
RP4-798A10.4	chr1	16520694	16521796	p
RP1-228H13.2	chr1	40364766	40365183	p
RNU7-29P	chr1	26602369	26602432	p
RP11-460I13.2	chr1	27938875	27960193	p
APOBEC4	chr1	183646404	183653316	q
RP3-395M20.12	chr1	2546465	2547460	p
RP4-789D17.4	chr1	35873270	35873752	p
SLC26A9	chr1	205913048	205943460	q
STX6	chr1	180972712	181023121	q
CLCA4	chr1	86547078	86580754	p
RP5-997D16.2	chr1	34850694	34851555	p
DISC1	chr1	231626815	232041272	q
RP4-798A17.5	chr1	171345089	171345320	q
RP11-125A15.3	chr1	226331999	226333655	q
NCDN	chr1	35557473	35567274	p
RNA5SP69	chr1	178560913	178561029	q
RP11-386I14.4	chr1	78004346	78004554	p
A3GALT2	chr1	33306766	33321098	p
LAMB3	chr1	209614870	209652466	q
YBX1	chr1	42682395	42702349	p
RP11-536C5.7	chr1	160202199	160208869	q
AL590113.1	chr1	85284610	85284673	p
RNU6-1281P	chr1	51538625	51538729	p
NASP	chr1	45583846	45618904	p
CTRC	chr1	15438439	15449242	p
BLZF1	chr1	169367970	169396540	q
COX6B1P7	chr1	68282388	68282622	p
TARS2	chr1	150487364	150507609	q
AL355388.1	chr1	156077373	156077454	q
RP4-631H13.4	chr1	52925249	52925423	p
RP4-675G8.3	chr1	44150594	44151753	p
NAP1L4P1	chr1	116532936	116534092	p
MAGOH	chr1	53226892	53238610	p
RP11-495P10.5	chr1	148295180	148297556	q
JAK1	chr1	64833229	64966504	p
SIKE1	chr1	114769479	114780685	p
GSTM3	chr1	109733932	109741038	p
KRT8P29	chr1	203872574	203874187	q
NOTCH2P1	chr1	119886304	119886927	p
RPL31P11	chr1	161683695	161685252	q
MIR3121	chr1	180438314	180438390	q
RP11-316I3.1	chr1	188705623	188710880	q
RP11-438F14.10	chr1	248601416	248601869	q
STXBP3	chr1	108746674	108809526	p
NUCKS1	chr1	205712819	205750276	q
RP3-469D22.1	chr1	25398721	25399198	p
AL592294.1	chr1	45232218	45232307	p
VAV3	chr1	107571160	107965144	p
RP11-430H12.2	chr1	65576129	65578380	p
RP4-749H3.2	chr1	20412304	20413253	p
AMPD2	chr1	109616104	109632051	p
RP11-465B22.8	chr1	1169357	1170343	p
PYGO2	chr1	154957026	154963853	q
AL137855.1	chr1	57757084	57757176	p
CTSS	chr1	150730196	150765957	q
IFFO2	chr1	18904281	18956686	p
RP5-994D16.11	chr1	42787990	42798230	p
C1orf101	chr1	244454377	244641177	q
RP4-667H12.4	chr1	210303684	210304540	q
RNU5F-8P	chr1	240653367	240653477	q
YWHAQP9	chr1	238107736	238108567	q
RP4-635E18.7	chr1	11068471	11073097	p
MTND6P15	chr1	237949214	237949734	q
DAP3P1	chr1	155586644	155602197	q
RP11-365D23.2	chr1	214612960	214613398	q
RN7SL488P	chr1	63529613	63529898	p
RP11-46A10.8	chr1	180970837	180971247	q
RP11-108M9.1	chr1	16851257	16853129	p
RP11-483I13.2	chr1	108261196	108273689	p
RP11-11N7.4	chr1	244864738	244865272	q
RNU5E-1	chr1	11908152	11908271	p
KLHDC8A	chr1	205336065	205357090	q
SPATA21	chr1	16387117	16437424	p
NXNP1	chr1	218881600	218882650	q
SNORD81	chr1	85592280	85592356	p
ALDH9A1	chr1	165662216	165698863	q
RP4-800M22.2	chr1	52162186	52163026	p
RP4-581O6.1	chr1	99842610	99842761	p
C1orf116	chr1	207018521	207032756	q
PLA2G12AP1	chr1	52368677	52369244	p
BAI2	chr1	31727117	31764893	p
HMGN2P18	chr1	155148544	155148813	q
RP11-211A18.1	chr1	227264776	227265207	q
RP11-38O14.6	chr1	202999738	203000352	q
RN7SL370P	chr1	77645324	77645618	p
DOCK7	chr1	62454728	62688368	p
CASP9	chr1	15490832	15526534	p
RP4-533D7.4	chr1	46046818	46048368	p
FAM46B	chr1	27005020	27012836	p
RP11-449J1.1	chr1	224766900	224773341	q
SLC27A3	chr1	153774354	153780157	q
GPR161	chr1	168079543	168137667	q
LINC01364	chr1	87353524	87371655	p
CHCHD4P5	chr1	246178778	246179204	q
MIR548AC	chr1	116560024	116560111	p
MIR1255B2	chr1	167998660	167998726	q
PRCC	chr1	156750610	156800817	q
AGO4	chr1	35808172	35857890	p
RP11-275O4.6	chr1	227490691	227492296	q
RP11-426L16.9	chr1	112715672	112717796	p
NDUFS5P2	chr1	96584422	96584727	p
RNU6-1100P	chr1	157784	157887	p
RP11-231P20.2	chr1	26209741	26229840	p
RP11-445P19.3	chr1	187480293	187480614	q
RP11-451O13.1	chr1	157925065	157949071	q
RP4-680D5.2	chr1	15586136	15603626	p
PPIH	chr1	42658425	42676758	p
RNA5S7	chr1	228623667	228623785	q
CHTOP	chr1	153633982	153646306	q
ELOVL1	chr1	43363397	43368074	p
MIR6737	chr1	153962351	153962420	q
PAQR6	chr1	156243321	156248117	q
MIR4684	chr1	22719517	22719598	p
AL390877.1	chr1	117778087	117778506	p
RP11-403I13.8	chr1	145164099	145216058	q
RNF187	chr1	228487061	228495766	q
MIR214	chr1	172138798	172138907	q
RP11-191N8.2	chr1	221827666	221840666	q
NMNAT2	chr1	183248237	183418602	q
RP11-22M7.2	chr1	216072465	216086917	q
RNA5SP21	chr1	77779904	77779999	p
RP11-479J7.1	chr1	166387727	166452632	q
SMG5	chr1	156249224	156282825	q
GORAB	chr1	170532129	170553446	q
CTSK	chr1	150796208	150808323	q
SH2D1B	chr1	162395266	162412138	q
RP11-345I18.4	chr1	179220938	179222125	q
OR2M7	chr1	248323630	248324568	q
RP4-758J24.5	chr1	54026681	54028499	p
RP11-463J7.3	chr1	190797524	190797956	q
RP11-365D23.4	chr1	214482813	214483387	q
C1orf198	chr1	230837119	230869589	q
UBBP2	chr1	217850403	217850633	q
DAB1	chr1	56994778	58546734	p
RNU6-369P	chr1	44390722	44390823	p
INSRR	chr1	156840063	156859018	q
NR1I3	chr1	161229666	161238302	q
DENND1B	chr1	197504748	197775696	q
TGFB2-AS1	chr1	218344196	218345678	q
RPL39P6	chr1	11232963	11233112	p
RP11-436K8.1	chr1	60659631	60825584	p
KISS1	chr1	204190341	204196486	q
RP4-794H19.1	chr1	58882868	58896703	p
U3	chr1	219962652	219962865	q
RP11-513D4.3	chr1	242345558	242345718	q
TFAP2E	chr1	35573370	35595328	p
RNU6-157P	chr1	172366540	172366646	q
RP4-669L17.10	chr1	365389	501617	p
RP11-538D16.2	chr1	182062677	182069253	q
FAM58BP	chr1	200213678	200214322	q
RP1-65J11.1	chr1	30824228	30834284	p
LEFTY2	chr1	225936598	225941489	q
DRAXIN	chr1	11691729	11725857	p
RP11-550H2.1	chr1	76011324	76019356	p
RP3-510D11.2	chr1	9182204	9192089	p
C1orf177	chr1	54806063	54842252	p
RSRP1	chr1	25242237	25338213	p
RP11-344P13.1	chr1	121573946	121580524	p
CCT8P1	chr1	147203276	147204932	q
TEDDM1	chr1	182398117	182400616	q
RP11-439H8.4	chr1	74341579	74378802	p
GS1-122H1.1	chr1	182127297	182128665	q
TMCC2	chr1	205228176	205273343	q
ARID4B	chr1	235131634	235328219	q
RN7SL148P	chr1	244103932	244104210	q
DDI2	chr1	15617500	15669044	p
LCE5A	chr1	152510844	152512177	q
DMRTB1	chr1	53459399	53467488	p
TIMM17A	chr1	201955491	201970661	q
RP11-431K24.2	chr1	8189824	8192770	p
OMA1	chr1	58415384	58546802	p
BECN1P1	chr1	241957737	241959057	q
GADD45A	chr1	67685061	67688338	p
MIR3917	chr1	25906362	25906454	p
MCOLN2	chr1	84925583	84997113	p
AL590431.1	chr1	154254444	154254522	q
RP11-489C13.1	chr1	194718795	194719236	q
FEN1P1	chr1	91328369	91329513	p
RN7SL420P	chr1	115606471	115606768	p
PFN1P1	chr1	171670517	171670939	q
TMEM63A	chr1	225845536	225882369	q
OR2AJ1	chr1	247933769	247934755	q
EIF4G3	chr1	20806292	21176888	p
Z98750.1	chr1	171591083	171591145	q
LRRC52	chr1	165544007	165563961	q
RP11-533E19.7	chr1	179881607	179882595	q
RP5-1114G22.1	chr1	175297080	175297240	q
PEF1	chr1	31629862	31644896	p
LCE1B	chr1	152737518	152813109	q
RP1-184J9.2	chr1	23020147	23088058	p
RP1-20B21.4	chr1	17406760	17407382	p
OR2B11	chr1	247451029	247451982	q
CH17-78J1.1	chr1	149111304	149121866	q
DHRS3	chr1	12567910	12617731	p
RNVU1-18	chr1	143729407	143729570	q
SYT11	chr1	155859509	155885199	q
RP11-533N14.3	chr1	147697794	147699335	q
SMYD2	chr1	214281102	214337131	q
DNM3-IT1	chr1	171864187	171864687	q
C1orf105	chr1	172420688	172468831	q
RP1-144C9.2	chr1	27389468	27390145	p
RP4-782L23.2	chr1	59754747	59789182	p
RP11-567G24.1	chr1	240142670	240145389	q
RP11-366L18.1	chr1	94406395	94406882	p
HSD3B2	chr1	119414931	119423035	p
CYCSP5	chr1	244598391	244598687	q
RP11-75I2.3	chr1	210678315	210681932	q
B3GALT6	chr1	1232265	1235041	p
ENO1	chr1	8861002	8879249	p
PITHD1	chr1	23778405	23788232	p
ZNF847P	chr1	227696892	227706699	q
DMBX1	chr1	46506996	46514226	p
SPATA1	chr1	84506291	84566194	p
RP4-714D9.4	chr1	100099239	100099490	p
RNU5A-8P	chr1	210374154	210374267	q
RP5-827O9.1	chr1	90510910	90533472	p
MAEL	chr1	166975582	167022214	q
VAV3-AS1	chr1	107964443	107994607	p
CD1D	chr1	158179947	158184896	q
EPS15	chr1	51354263	51519328	p
MIR6730	chr1	12578957	12579023	p
ANGPTL3	chr1	62597487	62606159	p
MIR921	chr1	166154743	166154798	q
NR0B2	chr1	26911489	26913966	p
RP4-799P18.4	chr1	234261706	234274465	q
RNU5D-1	chr1	44731055	44731170	p
RNU6-586P	chr1	67196140	67196243	p
PPFIA4	chr1	203026498	203078740	q
RP11-131J3.1	chr1	108420689	108433184	p
FCRL1	chr1	157794403	157820105	q
CH17-409J4.2	chr1	13029339	13032130	p
SLC35A3	chr1	99969789	100026979	p
RNU4-75P	chr1	99784740	99784885	p
AL359983.1	chr1	245370334	245370419	q
AL360091.1	chr1	212349978	212350069	q
MIR6068	chr1	63326925	63326984	p
OR2T8	chr1	247921018	247921956	q
SPATA6	chr1	48295372	48472208	p
GPR88	chr1	100538137	100542018	p
ZFP69B	chr1	40450102	40463718	p
RP11-206L10.4	chr1	760911	761989	p
FAM131C	chr1	16057769	16073632	p
RP11-90H3.1	chr1	105891739	105893517	p
RNU6-106P	chr1	155358712	155358818	q
RP5-898J17.1	chr1	96254069	96374125	p
GS1-304P7.2	chr1	186578279	186579299	q
WNT3A	chr1	228007051	228061260	q
ASPM	chr1	197084128	197146694	q
RP5-857K21.15	chr1	357383	359681	p
RP5-890O3.3	chr1	1378666	1379032	p
AKT3	chr1	243488233	243851079	q
RP4-706L14.2	chr1	77773865	77774864	p
ZNF669	chr1	247099962	247104372	q
RP4-586O15.1	chr1	95310928	95318263	p
RP4-635A23.4	chr1	185280844	185281816	q
TMCO1	chr1	165724293	165827755	q
ATP1B1	chr1	169105697	169132722	q
RNU2-19P	chr1	205566716	205566799	q
HOOK1	chr1	59814786	59876378	p
LPAR3	chr1	84811602	84893213	p
ZNF683	chr1	26361634	26374522	p
RP11-330M19.1	chr1	47818066	47820237	p
RP11-153F1.1	chr1	103418079	103525483	p
RP11-302M6.5	chr1	89939601	89940147	p
NFU1P2	chr1	98077000	98077468	p
ATP6V0E1P4	chr1	47550196	47550753	p
NPHP4	chr1	5862810	5992473	p
RIT1	chr1	155897808	155911404	q
RNU6-947P	chr1	244954858	244954963	q
CIART	chr1	150282543	150287093	q
RP4-633H17.2	chr1	55372710	55373316	p
SRSF4	chr1	29147743	29181987	p
RNA5SP63	chr1	163509484	163509595	q
RP11-148B18.4	chr1	94318479	94324569	p
CYP4Z1	chr1	47067488	47118319	p
RP11-336K24.5	chr1	155991390	156001787	q
ZNF362	chr1	33256545	33300719	p
PCP4L1	chr1	161258727	161285450	q
IGSF9	chr1	159927039	159945604	q
SLAMF7	chr1	160739057	160754821	q
KIRREL	chr1	157993273	158100262	q
MRTO4	chr1	19251539	19260128	p
RP11-141A19.2	chr1	49257411	49269285	p
TRAF5	chr1	211326615	211374946	q
RP11-767N6.7	chr1	45694684	45697075	p
RP11-338N10.2	chr1	7698303	7698872	p
RP1-79C4.4	chr1	170667381	170669425	q
RGS5	chr1	163244505	163321894	q
CYP4A26P	chr1	46967679	46967874	p
RP11-317P15.6	chr1	182733792	182734779	q
MYCL	chr1	39895426	39902256	p
DBT	chr1	100186919	100249834	p
AL355794.1	chr1	116592106	116592199	p
GBAP1	chr1	155213821	155227422	q
RP11-540K16.2	chr1	181190471	181191149	q
RP11-492I2.1	chr1	50114937	50115282	p
ABCB10	chr1	229516582	229558695	q
SCARNA16	chr1	101133153	101133339	p
RP11-163G10.4	chr1	42570970	42571390	p
RP11-336K24.12	chr1	155978799	155982986	q
GPA33	chr1	167052836	167090631	q
RP5-834N19.1	chr1	119328176	119356182	p
MIR4735	chr1	196582413	196582481	q
G0S2	chr1	209675420	209676388	q
CFAP45	chr1	159872364	159900163	q
COL11A1	chr1	102876467	103108496	p
APITD1-CORT	chr1	10430102	10452153	p
ARL5AP3	chr1	68049360	68049745	p
RP11-382E9.1	chr1	199148598	199393307	q
SLC44A3	chr1	94820342	94895246	p
RP11-84D1.1	chr1	24961345	24963097	p
AC093430.1	chr1	79135133	79135226	p
CD164L2	chr1	27379176	27383380	p
UQCRHL	chr1	15807169	15809348	p
SNORA26	chr1	212025561	212025682	q
ADAM15	chr1	155050566	155062775	q
RP11-375A5.1	chr1	77346046	77349585	p
RNU7-13P	chr1	184821428	184821489	q
ZBTB8OS	chr1	32600172	32650903	p
KCNJ10	chr1	160037467	160070248	q
C1orf186	chr1	206037231	206102459	q
CAPN2	chr1	223701593	223776018	q
RGS21	chr1	192316992	192367285	q
DDAH1	chr1	85318481	85578363	p
TNNI1	chr1	201403768	201429866	q
MIR4255	chr1	37161563	37161634	p
USP24	chr1	55066359	55215113	p
RP11-289H16.1	chr1	144641371	144919902	q
LINC00184	chr1	234629311	234634780	q
RP11-467I20.6	chr1	240588522	240590748	q
AL121992.1	chr1	15684472	15684558	p
HIST3H2A	chr1	228456979	228457873	q
FCN3	chr1	27369112	27374824	p
CH17-248H7.3	chr1	144179777	144211729	q
RP1-18D14.7	chr1	47225797	47230750	p
RP11-7G12.2	chr1	165941235	165941769	q
GNAT2	chr1	109603267	109619929	p
QRSL1P2	chr1	222261833	222262796	q
CH17-118O6.4	chr1	121058948	121059353	p
ZSWIM5	chr1	45016399	45306209	p
PACERR	chr1	186680622	186681446	q
FKSG48	chr1	32973667	32974041	p
FAM195DP	chr1	185435839	185436047	q
RP11-978I15.10	chr1	247565639	247640854	q
RP5-1180C18.1	chr1	37262739	37325100	p
RN7SL451P	chr1	8979576	8979874	p
RP11-331N16.1	chr1	242975005	242975084	q
ARV1	chr1	230978981	231000595	q
INSL5	chr1	66797741	66801256	p
RP11-71G12.1	chr1	157185388	157187405	q
RNU6-778P	chr1	199888159	199888261	q
RP11-466F5.3	chr1	165671256	165671725	q
RNA5S15	chr1	228641568	228641686	q
OR2T27	chr1	248649931	248650884	q
F3	chr1	94529225	94541800	p
RP11-492I21.1	chr1	176017277	176018760	q
KCNC4	chr1	110211343	110283100	p
PDCL3P6	chr1	52179848	52180553	p
SLC25A34	chr1	15736405	15741396	p
DUSP12	chr1	161749758	161757238	q
RP5-857K21.11	chr1	634376	634922	p
YOD1	chr1	207043849	207052980	q
GPR37L1	chr1	202122858	202133592	q
RFKP1	chr1	240823006	240823433	q
RNU6-809P	chr1	64028894	64029000	p
MIR29B2	chr1	207802440	207802523	q
NUTF2P4	chr1	112748095	112748475	p
RP5-875O13.1	chr1	16533886	16536172	p
RP11-337C18.4	chr1	147319110	147320224	q
CNST	chr1	246566444	246668584	q
EXOC8	chr1	231332753	231337852	q
C1orf74	chr1	209779208	209784559	q
CNR2	chr1	23870526	23913362	p
OR2AK2	chr1	247965233	247966339	q
CDKN2AIPNLP1	chr1	226493188	226493489	q
UBE2Q1	chr1	154548577	154559028	q
RCSD1	chr1	167630093	167706249	q
ETV3L	chr1	157092044	157099808	q
EXOSC10	chr1	11066618	11099881	p
RP13-392I16.1	chr1	9501092	9503471	p
RHOU	chr1	228735077	228746669	q
RP11-159M11.2	chr1	116013813	116017705	p
RP11-136B18.1	chr1	238268494	238268595	q
OR10X1	chr1	158578919	158579899	q
RP11-134G8.7	chr1	201507241	201533608	q
SCARNA2	chr1	109100193	109100612	p
RP1-313L4.4	chr1	167819898	167820248	q
RP11-528G1.2	chr1	160537073	160571458	q
PFN1P4	chr1	148129497	148129898	q
OR6N1	chr1	158765744	158766682	q
DUTP6	chr1	166868748	166869209	q
GNL2	chr1	37566816	37595935	p
RP5-866L20.1	chr1	54516412	54517259	p
PPP1R15B	chr1	204403387	204411791	q
PIK3C2B	chr1	204422628	204494724	q
MIR557	chr1	168375524	168375621	q
RP4-800M22.1	chr1	52160261	52160600	p
RP11-536L3.4	chr1	205091163	205091946	q
UBE2U	chr1	64203627	64267368	p
LAX1	chr1	203765176	203776233	q
RP5-1051D14.1	chr1	208972454	208975307	q
AL360297.1	chr1	71141975	71142068	p
RP11-25O10.2	chr1	52554818	52555273	p
RNU6-1042P	chr1	150701866	150701972	q
RP11-164O23.8	chr1	207127010	207127486	q
ATPIF1	chr1	28236109	28246906	p
FLJ31662	chr1	95474737	95479356	p
TNFRSF25	chr1	6461151	6466195	p
LUZP1	chr1	23084023	23177808	p
POLR3GL	chr1	145964702	145978848	q
RP11-496H15.2	chr1	10054445	10054781	p
RP11-365O16.3	chr1	224208747	224213279	q
RP11-244H3.1	chr1	34974356	34985313	p
RP11-435I3.1	chr1	242671140	242671576	q
CEP350	chr1	179954738	180114880	q
RP11-74K19.1	chr1	69243372	69249423	p
DNAH14	chr1	224896262	225399292	q
RNU6-135P	chr1	23163953	23164053	p
RP4-694A7.2	chr1	68479129	68483539	p
RP11-393I23.3	chr1	58084419	58084559	p
RP5-1053E7.3	chr1	28120449	28121321	p
RP11-455P21.3	chr1	222815064	222994906	q
PAX7	chr1	18631006	18748866	p
SNORD45A	chr1	75787889	75787972	p
NPPA-AS1	chr1	11841017	11848079	p
OR2W5	chr1	247491068	247492147	q
RP11-239E10.3	chr1	223181144	223188154	q
LCE1D	chr1	152796751	152798181	q
RNVU1-15	chr1	144412576	144412740	q
BCL10	chr1	85266248	85277090	p
RP11-439E19.9	chr1	246682108	246685075	q
TEKT2	chr1	36084075	36088275	p
